timestamp,close_spot,high_spot,low_spot,open_spot,volume_spot,close_fut,high_fut,low_fut,open_fut,volume_fut,open_interest_x,LTP,IV,open_interest_y,volume,EMA_5,EMA_15,return_spot,return_fut,futures_basis,PCR_OI,PCR_Vol,IV_avg
2025-10-24 03:45:00+00:00,25850.80078125,25939.30078125,25846.05078125,25939.30078125,0,25876.65158203125,25965.240082031247,25871.89683203125,25965.240082031247,0,10000.0,,,,,25850.80078125,25850.80078125,,,0.000999999999999955,,,
2025-10-24 03:50:00+00:00,25886.0,25892.400390625,25840.400390625,25851.150390625,0,25911.886,25918.29279101562,25866.24079101562,25877.001541015623,0,10000.0,,,,,25862.53385416667,25855.20068359375,0.0013616297246594744,0.0013616297246594744,0.000999999999999946,1.0,,
2025-10-24 03:55:00+00:00,25886.400390625,25893.30078125,25859.5,25886.30078125,0,25912.286791015624,25919.19408203125,25885.3595,25912.187082031247,0,10000.0,,,,,25870.48936631945,25859.100646972656,1.54674582786285e-05,1.54674582786285e-05,0.0009999999999999517,1.0,,
2025-10-24 04:00:00+00:00,25875.400390625,25887.599609375,25864.5,25885.849609375,0,25901.27579101562,25913.48720898437,25890.3645,25911.73545898437,0,10000.0,,,,,25872.1263744213,25861.1381149292,-0.00042493354943173856,-0.0004249335494318496,0.000999999999999865,1.0,,
2025-10-24 04:05:00+00:00,25914.30078125,25914.69921875,25862.55078125,25876.150390625,0,25940.215082031245,25940.61391796875,25888.413332031247,25902.02654101562,0,10000.0,,,,,25886.18451003087,25867.7834482193,0.0015033734758784778,0.0015033734758784778,0.0009999999999998226,1.0,,
2025-10-24 04:10:00+00:00,25903.5,25913.30078125,25883.44921875,25913.19921875,0,25929.4035,25939.21408203125,25909.33266796875,25939.112417968747,0,10000.0,,,,,25891.956340020584,25872.248017191887,-0.00041678844978965124,-0.0004167884497894292,0.0010000000000000135,1.0,,
2025-10-24 04:15:00+00:00,25883.19921875,25904.150390625,25881.94921875,25903.5,0,25909.082417968748,25930.054541015623,25907.831167968747,25929.4035,0,10000.0,,,,,25889.03729959706,25873.61691738665,-0.00078370804138439,-0.000783708041384501,0.0009999999999999191,1.0,,
2025-10-24 04:20:00+00:00,25865.30078125,25883.75,25864.099609375,25883.75,0,25891.166082031246,25909.63375,25889.96370898437,25909.63375,0,10000.0,,,,,25881.12512681471,25872.57740036957,-0.000691507929477031,-0.000691507929477142,0.0009999999999998582,1.0,,
2025-10-24 04:25:00+00:00,25893.099609375,25894.0,25865.19921875,25865.69921875,0,25918.992708984373,25919.894,25891.064417968748,25891.564917968743,0,10000.0,,,,,25885.116621001474,25875.14267649525,0.0010747537158026788,0.0010747537158026788,0.0009999999999999291,1.0,,
2025-10-24 04:30:00+00:00,25885.900390625,25901.900390625,25884.69921875,25893.19921875,0,25911.786291015625,25927.80229101562,25910.583917968743,25919.092417968743,0,10000.0,,,,,25885.377877542654,25876.487390761467,-0.00027803618951027786,-0.00027803618951016684,0.001000000000000018,1.0,,
2025-10-24 04:35:00+00:00,25901.30078125,25902.650390625,25880.94921875,25885.599609375,0,25927.202082031246,25928.55304101562,25906.830167968747,25911.485208984373,0,10000.0,,,,,25890.68551211177,25879.589064572534,0.0005949335504118469,0.0005949335504116249,0.0009999999999998606,1.0,,
2025-10-24 04:40:00+00:00,25876.19921875,25903.0,25873.849609375,25900.900390625,0,25902.075417968743,25928.903,25899.72345898437,25926.80129101562,0,10000.0,,,,,25885.856747657846,25879.165333844718,-0.000969123624793844,-0.000969123624793955,0.0009999999999997233,1.0,,
2025-10-24 04:45:00+00:00,25834.400390625,25875.75,25834.400390625,25875.75,0,25860.23479101562,25901.62575,25860.23479101562,25901.62575,0,10000.0,,,,,25868.7046286469,25873.569715942253,-0.0016153387818529374,-0.0016153387818528264,0.000999999999999823,1.0,,
2025-10-24 04:50:00+00:00,25836.75,25844.849609375,25824.94921875,25834.900390625,0,25862.58675,25870.694458984373,25850.774167968742,25860.735291015622,0,10000.0,,,,,25858.053085764604,25868.96725144947,9.094886428462345e-05,9.094886428462345e-05,0.0009999999999999447,1.0,,
2025-10-24 04:55:00+00:00,25826.94921875,25843.25,25822.099609375,25837.25,0,25852.776167968743,25869.09325,25847.921708984373,25863.08725,0,10000.0,,,,,25847.685130093072,25863.714997362036,-0.0003793349105440935,-0.00037933491054431556,0.0009999999999997216,1.0,,
2025-10-24 05:00:00+00:00,25832.150390625,25834.5,25816.349609375,25826.650390625,0,25857.982541015623,25860.3345,25842.165958984373,25852.477041015623,0,10000.0,,,,,25842.506883603717,25859.769421519908,0.0002013854532700865,0.00020138545327030855,0.000999999999999911,1.0,,
2025-10-24 05:05:00+00:00,25830.349609375,25840.099609375,25829.400390625,25832.849609375,0,25856.17995898437,25865.939708984373,25855.229791015623,25858.68245898437,0,10000.0,,,,,25838.45445886081,25856.091945001794,-6.971085344309458e-05,-6.97108534432056e-05,0.000999999999999751,1.0,,
2025-10-24 05:10:00+00:00,25819.80078125,25830.44921875,25811.44921875,25830.44921875,0,25845.62058203125,25856.279667968745,25837.26066796875,25856.279667968745,0,10000.0,,,,,25832.236566323874,25851.55554953282,-0.0004083889023774878,-0.00040838890237726577,0.0009999999999999922,1.0,,
2025-10-24 05:15:00+00:00,25826.5,25827.900390625,25810.55078125,25820.25,0,25852.3265,25853.72829101562,25836.361332031247,25846.07025,0,10000.0,,,,,25830.324377549252,25848.423605841217,0.00025946051275749227,0.00025946051275749227,0.0009999999999999697,1.0,,
2025-10-24 05:20:00+00:00,25823.849609375,25831.30078125,25820.0,25826.55078125,0,25849.673458984373,25857.132082031247,25845.82,25852.377332031247,0,10000.0,,,,,25828.166121491173,25845.35185628294,-0.00010262291154439218,-0.00010262291154439218,0.000999999999999911,1.0,,
2025-10-24 05:25:00+00:00,25825.05078125,25825.5,25812.650390625,25823.650390625,0,25850.875832031248,25851.325499999995,25838.46304101562,25849.474041015623,0,10000.0,,,,,25827.127674744115,25842.814221903824,4.651405166811173e-05,4.651405166811173e-05,0.0009999999999999278,1.0,,
2025-10-24 05:30:00+00:00,25821.400390625,25832.25,25815.75,25824.599609375,0,25847.22179101562,25858.08225,25841.56575,25850.42420898437,0,10000.0,,,,,25825.21858003775,25840.13749299397,-0.00014135076271182268,-0.00014135076271182268,0.0009999999999998615,1.0,,
2025-10-24 05:35:00+00:00,25811.05078125,25829.80078125,25796.5,25820.099609375,0,25836.86183203125,25855.63058203125,25822.2965,25845.919708984373,0,10000.0,,,,,25820.495980441836,25836.501654025975,-0.0004008151850183328,-0.0004008151850182218,0.0009999999999999584,1.0,,
2025-10-24 05:40:00+00:00,25827.30078125,25835.44921875,25800.650390625,25812.05078125,0,25853.12808203125,25861.284667968743,25826.45104101562,25837.862832031245,0,10000.0,,,,,25822.76424737789,25835.351544928977,0.0006295752984921688,0.0006295752984921688,0.000999999999999981,1.0,,
2025-10-24 05:45:00+00:00,25816.349609375,25829.150390625,25811.05078125,25826.30078125,0,25842.165958984373,25854.979541015626,25836.86183203125,25852.12708203125,0,10000.0,,,,,25820.626034710265,25832.97630298473,-0.0004240153459222906,-0.0004240153459222906,0.0009999999999999222,1.0,,
2025-10-24 05:50:00+00:00,25827.599609375,25830.44921875,25811.150390625,25816.44921875,0,25853.427208984373,25856.279667968745,25836.961541015626,25842.265667968742,0,10000.0,,,,,25822.95055959851,25832.304216283515,0.0004357703614268349,0.0004357703614268349,0.0009999999999999053,1.0,,
2025-10-24 05:55:00+00:00,25801.849609375,25827.5,25799.900390625,25827.5,0,25827.65145898437,25853.3275,25825.700291015622,25853.3275,0,10000.0,,,,,25815.916909524007,25828.49739041995,-0.0009969954772975909,-0.000996995477297813,0.0009999999999997372,1.0,,
2025-10-24 06:00:00+00:00,25812.150390625,25812.650390625,25783.75,25801.349609375,0,25837.962541015622,25838.46304101562,25809.53375,25827.150958984374,0,10000.0,,,,,25814.661403224338,25826.454015445583,0.00039922646654977356,0.0003992264665499956,0.000999999999999894,1.0,,
2025-10-24 06:05:00+00:00,25812.75,25824.75,25800.0,25812.05078125,0,25838.56275,25850.57475,25825.8,25837.862832031245,0,10000.0,,,,,25814.02426881623,25824.741013514886,2.3229733514096296e-05,2.322973351431834e-05,0.001000000000000037,1.0,,
